NE ID;END ID;TIPO TOP
SP-VMN-RAP-0020;SPSPO_6759; NÃO TOP
SP-PGG-RAP-0301;0; NÃO TOP
SP-PGG-RAP-SL01;0; NÃO TOP
SP-BFU-RAP-0007;SPSPO_6172; NÃO TOP
SP-BEM-RAP-0004;SPSPO_6157; NÃO TOP
SP-BEM-RAP-0007;SPSPO_6160; NÃO TOP
SP-SKY-RAP-0403;0; NÃO TOP
SP-SKY-RAP-2605;0; NÃO TOP
SP-BBC-RAP-0001;0; NÃO TOP
SP-VLP-RAP-0002;SPSPO_6713; NÃO TOP
SP-BUT-RAP-0005;SPSPO_6219; NÃO TOP
SP-TAT-RAP-0003;SPSPO_6673; NÃO TOP
SP-ITB-RAP-0032;SPSPO_6285; NÃO TOP
SP-ITB-RAP-0027;SPSPO_6281; NÃO TOP
SP-CBO-RAP-0013;SPSPO_6231; NÃO TOP
SP-CBO-RAP-0014;SPSPO_6232; NÃO TOP
SP-CBO-RAP-0004;SPSPO_6224; NÃO TOP
SP-VMN-RAP-0051;SPSPO_6795; NÃO TOP
SP-PIN-RAP-0046;SPSPO_6526; NÃO TOP
SP-STC-RAP-0005;SPSPO_6575; NÃO TOP
SP-VMN-RAP-0041;SPSPO_6777; NÃO TOP
SP-VMN-RAP-0050;SPSPO_6794; NÃO TOP
SP-PDZ-RAP-0002;SPSPO_6926; NÃO TOP
SP-PDZ-RAP-0022;SPSPO_6479; NÃO TOP
SP-SCE-RAP-0015;SPSPO_6940; NÃO TOP
SP-LIB-RAP-0009;SPSPO_6386; NÃO TOP
SP-BVI-RAP-0002;SPSPO_6183; NÃO TOP
SP-SAU-RAP-0013;SPSPO_6617; NÃO TOP
SP-JPA-RAP-0010;SPSPO_6911; NÃO TOP
SP-SAU-RAP-0044;SPSPO_6647; NÃO TOP
SP-MOA-RAP-0012;SPSPO_6423; NÃO TOP
SP-JPA-RAP-0005;SPSPO_6317; NÃO TOP
SP-MOA-RAP-0001;SPSPO_6399; NÃO TOP
SP-JPO-RAP-0013;SPSPO_6353; NÃO TOP
SP-JPA-RAP-0016;SPSPO_6304; NÃO TOP
SP-PIN-RAP-0015;SPSPO_6497; NÃO TOP
SP-VMN-RAP-0019;SPSPO_6758; NÃO TOP
SP-PGG-RAP-0202;0; NÃO TOP
SP-PGG-RAP-0503;0; NÃO TOP
SP-PGG-RAP-0701;0; NÃO TOP
SP-BFU-RAP-0003;SPSPO_6169; NÃO TOP
SP-MOB-RAP-0003;SPSPO_6446; NÃO TOP
SP-TAT-RAP-0004;SPSPO_6674; NÃO TOP
SP-SKY-RAP-0402;0; NÃO TOP
SP-SKY-RAP-1403;0; NÃO TOP
SP-SKY-RAP-1501;0; NÃO TOP
SP-SKY-RAP-2604;0; NÃO TOP
SP-SAM-RAP-0012;SPSPO_6592; NÃO TOP
SP-SAM-RAP-0013;SPSPO_6593; NÃO TOP
SP-VLP-RAP-0001;SPSPO_6952; NÃO TOP
SP-TAT-RAP-0029;SPSPO_6697; NÃO TOP
SP-ITB-RAP-0048;SPSPO_6298; NÃO TOP
SP-ITB-RAP-0002;SPSPO_6257; NÃO TOP
SP-ITB-RAP-0015;SPSPO_6270; NÃO TOP
SP-ITB-RAP-0009;SPSPO_6264; NÃO TOP
SP-PIN-RAP-0053;SPSPO_6533; NÃO TOP
SP-LIB-RAP-0025;SPSPO_6393; NÃO TOP
SP-PIN-RAP-0029;SPSPO_6511; NÃO TOP
SP-JPA-RAP-0011;SPSPO_6914; NÃO TOP
SP-SCE-RAP-0011;SPSPO_6562; NÃO TOP
SP-PDZ-RAP-0011;SPSPO_6929; NÃO TOP
SP-PDZ-RAP-0018;SPSPO_6476; NÃO TOP
SP-SCE-RAP-0001;SPSPO_6553; NÃO TOP
SP-LIB-RAP-0010;SPSPO_6387; NÃO TOP
SP-LIB-RAP-0011;SPSPO_6388; NÃO TOP
SP-PIN-RAP-0052;SPSPO_6532; NÃO TOP
SP-BVI-RAP-0010;SPSPO_6191; NÃO TOP
SP-JPA-RAP-0021;SPSPO_6325; NÃO TOP
SP-SAU-RAP-0006;SPSPO_6611; NÃO TOP
SP-SAU-RAP-0018;SPSPO_6622; NÃO TOP
SP-SAU-RAP-0027;SPSPO_6631; NÃO TOP
SP-SAU-RAP-0046;SPSPO_6649; NÃO TOP
SP-SAU-RAP-0049;SPSPO_6652; NÃO TOP
SP-STC-RAP-0007;SPSPO_6577; NÃO TOP
SP-MOA-RAP-0035;SPSPO_6410; NÃO TOP
SP-MOA-RAP-0040;SPSPO_6414; NÃO TOP
SP-CCE-RAP-0004;SPSPO_6244; NÃO TOP
SP-VMN-RAP-0013;SPSPO_6753; NÃO TOP
SP-BVI-RAP-0012;SPSPO_6193; NÃO TOP
SP-BVI-RAP-0031;SPSPO_6215; NÃO TOP
SP-PGG-RAP-0001;0; NÃO TOP
SP-RPQ-RAP-0002;SPSPO_6545; NÃO TOP
SP-RPQ-RAP-0008;SPSPO_6551; NÃO TOP
SP-BRA-RAP-0004;SPSPO_6167; NÃO TOP
SP-VSO-RAP-0005;SPSPO_6814; NÃO TOP
SP-SAM-RAP-0008;SPSPO_6588; NÃO TOP
SP-PSG-RAP-7002;0; NÃO TOP
SP-PSG-RAP-9001;0; NÃO TOP
SP-SAM-RAP-0015;SPSPO_6595; NÃO TOP
SP-CCE-MAP-0008;SPSPO_6902; NÃO TOP
SPSPO_MSAN2163;0; NÃO TOP
SP-BBA-RAP-0001;0; NÃO TOP
SP-BBA-RAP-0003;0; NÃO TOP
SP-NMC-RAP-0001;0; NÃO TOP
SP-VAN-RAP-0002;SPSPO_6702; NÃO TOP
SP-TAT-RAP-0017;SPSPO_6687; NÃO TOP
SP-TAT-RAP-0002;SPSPO_6672; NÃO TOP
SP-ITB-RAP-0003;SPSPO_6258; NÃO TOP
SP-MAE-RAP-0001;0; NÃO TOP
SP-VMN-RAP-0028;SPSPO_6764; NÃO TOP
SP-VMN-RAP-0046;SPSPO_6790; NÃO TOP
SP-VMN-RAP-0057;SPSPO_6801; NÃO TOP
SP-VMN-RAP-0049;SPSPO_6793; NÃO TOP
SP-VMN-RAP-0052;SPSPO_6796; NÃO TOP
SP-JPA-RAP-0015;SPSPO_6303; NÃO TOP
SP-PDZ-RAP-0016;SPSPO_6474; NÃO TOP
SP-PDZ-RAP-0029;SPSPO_6933; NÃO TOP
SP-LIB-RAP-0022;SPSPO_6390; NÃO TOP
SP-LIB-RAP-0002;SPSPO_6380; NÃO TOP
SP-PIN-RAP-0042;SPSPO_6522; NÃO TOP
SP-BVI-RAP-0003;SPSPO_6184; NÃO TOP
SP-BVI-RAP-0023;SPSPO_6204; NÃO TOP
SP-SAU-RAP-0035;SPSPO_6639; NÃO TOP
SP-SAU-RAP-0041;SPSPO_6645; NÃO TOP
SP-SAU-RAP-0030;SPSPO_6634; NÃO TOP
SP-SAU-RAP-0036;SPSPO_6640; NÃO TOP
SP-SAU-RAP-0037;SPSPO_6641; NÃO TOP
SP-MOA-RAP-0019;SPSPO_6430; NÃO TOP
SP-MOA-RAP-0039;SPSPO_6413; NÃO TOP
SP-VNC-RAP-0005;SPSPO_6960; NÃO TOP
SP-MOA-RAP-0008;SPSPO_6406; NÃO TOP
SP-JPO-RAP-0002;SPSPO_7131; NÃO TOP
SP-BVI-RAP-0030;SPSPO_6214; NÃO TOP
SP-JPO-RAP-0019;SPSPO_6358; NÃO TOP
SP-VMD-RAP-0004;SPSPO_6723; NÃO TOP
SP-PIN-RAP-0008;SPSPO_6493; NÃO TOP
SP-VMD-RAP-0005;SPSPO_6724; NÃO TOP
SP-PIN-RAP-0019;SPSPO_6501; NÃO TOP
SP-PIN-RAP-0034;SPSPO_6516; NÃO TOP
SP-PGG-RAP-0801;0; NÃO TOP
SP-BFU-RAP-0004;SPSPO_6892; NÃO TOP
SP-MOB-RAP-0007;SPSPO_6450; NÃO TOP
SP-BEM-RAP-0002;SPSPO_6155; NÃO TOP
SP-BRA-RAP-0005;SPSPO_6168; NÃO TOP
SP-VAN-RAP-0001;SPSPO_6950; NÃO TOP
SP-VLP-RAP-0007;SPSPO_6717; NÃO TOP
SP-CBO-RAP-0001;SPSPO_6895; NÃO TOP
SP-VSO-RAP-0012;SPSPO_6821; NÃO TOP
SP-VSO-RAP-0006;SPSPO_6815; NÃO TOP
SP-VSO-RAP-0014;SPSPO_6823; NÃO TOP
SP-SAM-RAP-0001;SPSPO_6944; NÃO TOP
SP-SAM-RAP-0002;SPSPO_6582; NÃO TOP
SP-PSG-RAP-9002;0; NÃO TOP
SP-JPO-MAP-1017;SPSPO_6340; NÃO TOP
SP-ATN-RAP-1001;0; NÃO TOP
SPSPO_MSAN2159;0; NÃO TOP
SP-CCE-MAP-1005;SPSPO_6899; NÃO TOP
SP-BBC-RAP-0002;0; NÃO TOP
SP-BUT-RAP-0007;SPSPO_6221; NÃO TOP
SP-ITB-RAP-0018;SPSPO_6273; NÃO TOP
SP-ITB-RAP-0020;SPSPO_6908; NÃO TOP
SP-ITB-RAP-0044;SPSPO_6295; NÃO TOP
SP-CBO-RAP-0009;SPSPO_6228; NÃO TOP
SP-VMN-RAP-0054;SPSPO_6798; NÃO TOP
SP-PDZ-RAP-0009;SPSPO_6927; NÃO TOP
SP-LAP-RAP-0011;SPSPO_6369; NÃO TOP
SP-LAP-RAP-0013;SPSPO_6371; NÃO TOP
SP-PIN-RAP-0048;SPSPO_6528; NÃO TOP
SP-PIN-RAP-0056;SPSPO_6536; NÃO TOP
SP-BVI-RAP-0004;SPSPO_6185; NÃO TOP
SP-BVI-RAP-0008;SPSPO_6189; NÃO TOP
SP-SAU-RAP-0029;SPSPO_6633; NÃO TOP
SP-SAU-RAP-0059;SPSPO_6662; NÃO TOP
SP-SAU-RAP-0011;SPSPO_6615; NÃO TOP
SP-SAU-RAP-0014;SPSPO_6618; NÃO TOP
SP-SAU-RAP-0020;SPSPO_6624; NÃO TOP
SP-SAU-RAP-0021;SPSPO_6625; NÃO TOP
SP-VMN-RAP-0002;SPSPO_6742; NÃO TOP
SP-SAU-RAP-0033;SPSPO_6637; NÃO TOP
SP-MOA-RAP-0006;SPSPO_6404; NÃO TOP
SP-STC-RAP-0009;SPSPO_6579; NÃO TOP
SP-VNC-RAP-0002;SPSPO_6808; NÃO TOP
SP-BVI-RAP-0015;SPSPO_6196; NÃO TOP
SP-BVI-RAP-0017;SPSPO_6198; NÃO TOP
SP-JPA-RAP-0008;SPSPO_6319; NÃO TOP
SP-VMN-RAP-0014;SPSPO_6754; NÃO TOP
SP-JPO-RAP-0023;SPSPO_6362; NÃO TOP
SP-JPO-RAP-0017;SPSPO_6356; NÃO TOP
SP-PIN-RAP-0018;SPSPO_6500; NÃO TOP
SP-VMN-RAP-0015;SPSPO_6755; NÃO TOP
SP-PGG-RAP-0003;0; NÃO TOP
SP-PGG-RAP-0901;0; NÃO TOP
SP-RPQ-RAP-0001;SPSPO_6937; NÃO TOP
SP-MOB-RAP-0001;SPSPO_6924; NÃO TOP
SP-BRE-RAP-0003;SPSPO_6826; NÃO TOP
SP-RPQ-RAP-0006;SPSPO_6549; NÃO TOP
SP-BEM-RAP-0003;SPSPO_6156; NÃO TOP
SP-TAT-RAP-0027;SPSPO_6696; NÃO TOP
SP-SKY-RAP-1504;0; NÃO TOP
SP-PSG-RAP-4002;0; NÃO TOP
SP-PSG-RAP-7001;0; NÃO TOP
SP-BBA-RAP-0002;0; NÃO TOP
SP-BUT-RAP-0006;SPSPO_6220; NÃO TOP
SP-VLP-RAP-0006;SPSPO_6716; NÃO TOP
SP-TAT-RAP-0014;SPSPO_6684; NÃO TOP
SP-ITB-RAP-0016;SPSPO_6271; NÃO TOP
SP-ITB-RAP-0052;SPSPO_6301; NÃO TOP
SP-ITB-RAP-0038;SPSPO_6291; NÃO TOP
SP-PDZ-RAP-0026;SPSPO_6932; NÃO TOP
SP-PDZ-RAP-0037;SPSPO_6490; NÃO TOP
SP-PIN-RAP-0061;SPSPO_6540; NÃO TOP
SP-SCE-RAP-0006;SPSPO_6557; NÃO TOP
SP-VMN-RAP-0026;SPSPO_6762; NÃO TOP
SP-PDZ-RAP-0004;SPSPO_6465; NÃO TOP
SP-PDZ-RAP-0031;SPSPO_6484; NÃO TOP
SP-LAP-RAP-0012;SPSPO_6370; NÃO TOP
SP-PIN-RAP-0051;SPSPO_6531; NÃO TOP
SP-CCE-RAP-0005;SPSPO_6245; NÃO TOP
SP-JPA-RAP-0020;SPSPO_6324; NÃO TOP
SP-JPA-RAP-0032;SPSPO_6912; NÃO TOP
SP-SAU-RAP-0007;SPSPO_6612; NÃO TOP
SP-SAU-RAP-0008;SPSPO_6613; NÃO TOP
SP-SAU-RAP-0015;SPSPO_6619; NÃO TOP
SP-SAU-RAP-0022;SPSPO_6626; NÃO TOP
SP-JPO-RAP-0004;SPSPO_6344; NÃO TOP
SP-JPO-RAP-0020;SPSPO_6359; NÃO TOP
SP-JPO-RAP-0012;SPSPO_6352; NÃO TOP
SP-JPA-RAP-0026;SPSPO_6330; NÃO TOP
SP-CCE-RAP-0010;SPSPO_6248; NÃO TOP
SP-PIN-RAP-0003;SPSPO_6491; NÃO TOP
SP-VMD-RAP-0001;SPSPO_6720; NÃO TOP
SP-BVI-RAP-0021;SPSPO_6202; NÃO TOP
SP-PIN-RAP-0033;SPSPO_6515; NÃO TOP
SP-PIN-RAP-0017;SPSPO_6499; NÃO TOP
SP-JPA-RAP-0009;SPSPO_6320; NÃO TOP
SP-PGG-RAP-0004;0; NÃO TOP
SP-PGG-RAP-0601;0; NÃO TOP
SP-TAT-RAP-0018;SPSPO_6688; NÃO TOP
SP-MOB-RAP-0009;SPSPO_6452; NÃO TOP
SP-MOB-RAP-0006;SPSPO_6449; NÃO TOP
SP-LAP-RAP-0001;SPSPO_6917; NÃO TOP
SP-VAN-RAP-0009;SPSPO_6708; NÃO TOP
SP-TAT-RAP-0026;SPSPO_6695; NÃO TOP
SP-ITB-RAP-0022;SPSPO_6276; NÃO TOP
SP-CBO-RAP-0015;SPSPO_6233; NÃO TOP
SP-BRA-RAP-0003;SPSPO_6166; NÃO TOP
SP-SCE-RAP-0013;SPSPO_6564; NÃO TOP
SP-PDZ-RAP-0013;SPSPO_6472; NÃO TOP
SP-VMN-RAP-0034;SPSPO_6770; NÃO TOP
SP-PDZ-RAP-0001;SPSPO_6925; NÃO TOP
SP-PDZ-RAP-0005;SPSPO_6466; NÃO TOP
SP-PDZ-RAP-0030;SPSPO_6483; NÃO TOP
SP-PIN-RAP-0045;SPSPO_6525; NÃO TOP
SP-BVI-RAP-0018;SPSPO_6199; NÃO TOP
SP-BVI-RAP-0022;SPSPO_6203; NÃO TOP
SP-CCE-RAP-0007;SPSPO_6901; NÃO TOP
SP-MOA-RAP-0028;SPSPO_6438; NÃO TOP
SP-SAU-RAP-0040;SPSPO_6644; NÃO TOP
SP-SAU-RAP-0024;SPSPO_6628; NÃO TOP
SP-SAU-RAP-0028;SPSPO_6632; NÃO TOP
SP-STC-RAP-0002;SPSPO_6572; NÃO TOP
SP-MOA-RAP-0024;SPSPO_6434; NÃO TOP
SP-VMN-RAP-0033;SPSPO_6769; NÃO TOP
SP-JPO-RAP-0022;SPSPO_6361; NÃO TOP
SP-CCE-RAP-0008;SPSPO_6246; NÃO TOP
SP-JPA-RAP-0022;SPSPO_6326; NÃO TOP
SP-PGG-RAP-0501;0; NÃO TOP
SP-PGG-RAP-0802;0; NÃO TOP
SP-RPQ-RAP-0004;SPSPO_6547; NÃO TOP
SP-MOB-RAP-0004;SPSPO_6447; NÃO TOP
SP-VAN-RAP-0011;SPSPO_6710; NÃO TOP
SP-LAP-RAP-0004;SPSPO_6919; NÃO TOP
SP-BEM-RAP-0005;SPSPO_6158; NÃO TOP
SP-VAN-RAP-0012;SPSPO_6711; NÃO TOP
SP-VAN-RAP-0007;SPSPO_6706; NÃO TOP
SP-SKY-RAP-1404;0; NÃO TOP
SP-SKY-RAP-1505;0; NÃO TOP
SP-VSO-RAP-0003;SPSPO_6812; NÃO TOP
SP-VSO-RAP-0001;SPSPO_6810; NÃO TOP
SP-SAM-RAP-0003;SPSPO_6583; NÃO TOP
SP-SAM-RAP-0004;SPSPO_6584; NÃO TOP
SP-SAM-RAP-0009;SPSPO_6589; NÃO TOP
SP-SAM-RAP-0010;SPSPO_6590; NÃO TOP
SP-NMC-RAP-1001;0; NÃO TOP
SP-VAN-RAP-0006;SPSPO_6705; NÃO TOP
SP-VAN-RAP-0008;SPSPO_6707; NÃO TOP
SP-ITB-RAP-0050;SPSPO_6300; NÃO TOP
SP-ITB-RAP-0047;SPSPO_6297; NÃO TOP
SP-SCE-RAP-0002;SPSPO_6554; NÃO TOP
SP-VMN-RAP-0040;SPSPO_6776; NÃO TOP
SP-PIN-RAP-0024;SPSPO_6506; NÃO TOP
SP-PDZ-RAP-0006;SPSPO_6467; NÃO TOP
SP-SCE-RAP-0014;SPSPO_6565; NÃO TOP
SP-LAP-RAP-0018;SPSPO_6375; NÃO TOP
SP-PIN-RAP-0055;SPSPO_6535; NÃO TOP
SP-SAU-RAP-0039;SPSPO_6643; NÃO TOP
SP-SAU-RAP-0045;SPSPO_6648; NÃO TOP
SP-SAU-RAP-0047;SPSPO_6650; NÃO TOP
SP-SAU-RAP-0031;SPSPO_6635; NÃO TOP
SP-SAU-RAP-0060;SPSPO_6663; NÃO TOP
SP-MOA-RAP-0033;SPSPO_6442; NÃO TOP
SP-JPO-RAP-0001;SPSPO_7130; NÃO TOP
SP-MOA-RAP-0011;SPSPO_6409; NÃO TOP
SP-MOA-RAP-0009;SPSPO_6407; NÃO TOP
SP-BVI-RAP-0005;SPSPO_6186; NÃO TOP
SP-JPO-RAP-0021;SPSPO_6360; NÃO TOP
SP-JPA-RAP-0003;SPSPO_6315; NÃO TOP
SP-BVI-RAP-0024;SPSPO_6205; NÃO TOP
SP-JPO-RAP-0005;SPSPO_6345; NÃO TOP
SP-VMN-RAP-0031;SPSPO_6767; NÃO TOP
SP-VMN-RAP-0030;SPSPO_6766; NÃO TOP
SP-VMN-RAP-0011;SPSPO_6751; NÃO TOP
SP-VMD-RAP-0006;SPSPO_6725; NÃO TOP
SP-PIN-RAP-0016;SPSPO_6498; NÃO TOP
SP-PIN-RAP-0025;SPSPO_6507; NÃO TOP
SP-VMN-RAP-0039;SPSPO_6775; NÃO TOP
SP-JPA-RAP-0017;SPSPO_6305; NÃO TOP
SP-PGG-RAP-0401;0; NÃO TOP
SP-TAT-RAP-0009;SPSPO_6680; NÃO TOP
SP-TAT-RAP-0013;SPSPO_6683; NÃO TOP
SP-BEM-RAP-0006;SPSPO_6159; NÃO TOP
SP-SKY-RAP-2602;0; NÃO TOP
SP-PSG-RAP-6001;0; NÃO TOP
SP-BEM-RAP-0012;SPSPO_6164; NÃO TOP
SP-SAM-RAP-0014;SPSPO_6594; NÃO TOP
SP-ATN-RAP-0001;0; NÃO TOP
SP-BBC-RAP-1002;0; NÃO TOP
SP-BUT-RAP-0004;SPSPO_6218; NÃO TOP
SP-ITB-RAP-0042;SPSPO_6294; NÃO TOP
SP-ITB-RAP-0013;SPSPO_6268; NÃO TOP
SP-CBO-RAP-0007;SPSPO_6227; NÃO TOP
SP-BRA-RAP-0002;SPSPO_6165; NÃO TOP
SP-SCE-RAP-0004;SPSPO_6556; NÃO TOP
SP-SCE-RAP-0007;SPSPO_6558; NÃO TOP
SP-PIN-RAP-0065;SPSPO_6543; NÃO TOP
SP-PIN-RAP-0031;SPSPO_6513; NÃO TOP
SP-PDZ-RAP-0034;SPSPO_6487; NÃO TOP
SP-PDZ-RAP-0032;SPSPO_6485; NÃO TOP
SP-PIN-RAP-0022;SPSPO_6504; NÃO TOP
SP-PDZ-RAP-0003;SPSPO_6464; NÃO TOP
SP-PDZ-RAP-0019;SPSPO_6477; NÃO TOP
SP-PDZ-RAP-0033;SPSPO_6486; NÃO TOP
SP-SCE-RAP-0016;SPSPO_6566; NÃO TOP
SP-BVI-RAP-0011;SPSPO_6192; NÃO TOP
SP-JPA-RAP-0019;SPSPO_6916; NÃO TOP
SP-SAU-RAP-0003;SPSPO_6608; NÃO TOP
SP-SAU-RAP-0017;SPSPO_6621; NÃO TOP
SP-VMN-RAP-0009;SPSPO_6749; NÃO TOP
SP-MOA-RAP-0003;SPSPO_6401; NÃO TOP
SP-MOA-RAP-0025;SPSPO_6435; NÃO TOP
SP-JPA-RAP-0018;SPSPO_6915; NÃO TOP
SP-MOA-RAP-0015;SPSPO_6426; NÃO TOP
SP-VNC-RAP-0003;SPSPO_6959; NÃO TOP
SP-JPO-RAP-0009;SPSPO_6349; NÃO TOP
SP-JPO-RAP-0015;SPSPO_6355; NÃO TOP
SP-PIN-RAP-0002;SPSPO_6934; NÃO TOP
SP-PIN-RAP-0011;SPSPO_6496; NÃO TOP
SP-JPA-RAP-0035;SPSPO_6310; NÃO TOP
SP-PGG-RAP-0502;0; NÃO TOP
SP-LAP-RAP-0022;SPSPO_6378; NÃO TOP
SP-BEM-RAP-0001;SPSPO_6889; NÃO TOP
SP-BUT-RAP-0002;SPSPO_6216; NÃO TOP
SP-VSO-RAP-0004;SPSPO_6813; NÃO TOP
SP-SAM-RAP-0007;SPSPO_6587; NÃO TOP
SP-FDP-RAP-0001;0; NÃO TOP
SP-CCE-RAP-0001;SPSPO_6242; NÃO TOP
SP-VLP-RAP-0008;SPSPO_6954; NÃO TOP
SP-TAT-RAP-0023;SPSPO_6693; NÃO TOP
SP-ITB-RAP-0004;SPSPO_6259; NÃO TOP
SP-ITB-RAP-0017;SPSPO_6272; NÃO TOP
SP-ITB-RAP-0010;SPSPO_6265; NÃO TOP
SP-CBO-RAP-0020;SPSPO_6238; NÃO TOP
SP-CBO-RAP-0011;SPSPO_6229; NÃO TOP
SP-CBO-RAP-0016;SPSPO_6234; NÃO TOP
SP-CBO-RAP-0006;SPSPO_6226; NÃO TOP
SP-PDZ-RAP-0008;SPSPO_6469; NÃO TOP
SP-LIB-RAP-0007;SPSPO_6384; NÃO TOP
SP-LIB-RAP-0003;SPSPO_6381; NÃO TOP
SP-VMN-RAP-0043;SPSPO_6787; NÃO TOP
SP-VMN-RAP-0042;SPSPO_6778; NÃO TOP
SP-PIN-RAP-0062;SPSPO_6541; NÃO TOP
SP-PIN-RAP-0037;SPSPO_6519; NÃO TOP
SP-PDZ-RAP-0014;SPSPO_6473; NÃO TOP
SP-PDZ-RAP-0024;SPSPO_6480; NÃO TOP
SP-MOA-RAP-0042;SPSPO_6416; NÃO TOP
SP-SAU-RAP-0058;SPSPO_6661; NÃO TOP
SP-SAU-RAP-0023;SPSPO_6627; NÃO TOP
SP-JPA-RAP-0013;SPSPO_6302; NÃO TOP
SP-VNC-RAP-0001;SPSPO_6807; NÃO TOP
SP-MOA-RAP-0021;SPSPO_6431; NÃO TOP
SP-MOA-RAP-0010;SPSPO_6408; NÃO TOP
SP-MOA-RAP-0029;SPSPO_6439; NÃO TOP
SP-BVI-RAP-0027;SPSPO_6208; NÃO TOP
SP-JPO-RAP-0010;SPSPO_6350; NÃO TOP
SP-STC-RAP-0008;SPSPO_6578; NÃO TOP
SP-PIN-RAP-0020;SPSPO_6502; NÃO TOP
SP-JPA-RAP-0023;SPSPO_6327; NÃO TOP
SP-PGG-RAP-0201;0; NÃO TOP
SP-PGG-RAP-0403;0; NÃO TOP
SP-TAT-RAP-0007;SPSPO_6676; NÃO TOP
SP-RPQ-RAP-0007;SPSPO_6550; NÃO TOP
SP-BRE-RAP-0001;SPSPO_6824; NÃO TOP
SP-BRE-RAP-0004;SPSPO_6827; NÃO TOP
SP-SKY-RAP-1402;0; NÃO TOP
SP-VSO-RAP-0010;SPSPO_6819; NÃO TOP
SP-VSO-RAP-0002;SPSPO_6811; NÃO TOP
SP-BBA-RAP-0004;0; NÃO TOP
SP-BBT-RAP-0001;0; NÃO TOP
SP-VLP-RAP-0004;SPSPO_6715; NÃO TOP
SP-ITB-RAP-0031;SPSPO_6284; NÃO TOP
SP-ITB-RAP-0011;SPSPO_6266; NÃO TOP
SP-CBO-RAP-0021;SPSPO_6239; NÃO TOP
SP-ITB-RAP-0037;SPSPO_6290; NÃO TOP
SP-MAE-SWT-0001;0; NÃO TOP
SP-CON-RAP-0001;SPSPO_6903; NÃO TOP
SP-PIN-RAP-0063;SPSPO_6542; NÃO TOP
SP-FPD-RAP-0001;0; NÃO TOP
SP-LAP-RAP-0010;SPSPO_6368; NÃO TOP
SP-LIB-RAP-0006;SPSPO_6383; NÃO TOP
SP-LIB-RAP-0005;SPSPO_6382; NÃO TOP
SP-PIN-RAP-0049;SPSPO_6529; NÃO TOP
SP-BVI-RAP-0001;SPSPO_6182; NÃO TOP
SP-BVI-RAP-0006;SPSPO_6187; NÃO TOP
SP-BVI-RAP-0007;SPSPO_6188; NÃO TOP
SP-BVI-RAP-0019;SPSPO_6200; NÃO TOP
SP-SAU-RAP-0004;SPSPO_6609; NÃO TOP
SP-SAU-RAP-0052;SPSPO_6655; NÃO TOP
SP-SAU-RAP-0019;SPSPO_6623; NÃO TOP
SP-JPO-RAP-0025;SPSPO_6364; NÃO TOP
SP-VMN-RAP-0004;SPSPO_6744; NÃO TOP
SP-MOA-RAP-0013;SPSPO_6424; NÃO TOP
SP-MOA-RAP-0041;SPSPO_6415; NÃO TOP
SP-MOA-RAP-0027;SPSPO_6437; NÃO TOP
SP-STC-RAP-0006;SPSPO_6576; NÃO TOP
SP-MOA-RAP-0023;SPSPO_6433; NÃO TOP
SP-PIN-RAP-0058;SPSPO_6538; NÃO TOP
SP-VMN-RAP-0032;SPSPO_6768; NÃO TOP
SP-JPO-RAP-0007;SPSPO_6347; NÃO TOP
SP-BVI-RAP-0013;SPSPO_6194; NÃO TOP
SP-JPA-RAP-0029;SPSPO_6306; NÃO TOP
SP-CCE-RAP-0011;SPSPO_6249; NÃO TOP
SP-PIN-RAP-0023;SPSPO_6505; NÃO TOP
SP-JPO-RAP-0011;SPSPO_6351; NÃO TOP
SP-PIN-RAP-0059;SPSPO_6539; NÃO TOP
SP-VMN-RAP-0037;SPSPO_6773; NÃO TOP
SP-VMN-RAP-0025;SPSPO_6957; NÃO TOP
SP-SAU-RAP-0050;SPSPO_6653; NÃO TOP
SP-TAT-RAP-0022;SPSPO_6692; NÃO TOP
SP-VAN-RAP-0010;SPSPO_6709; NÃO TOP
SP-VAN-RAP-0005;SPSPO_6704; NÃO TOP
SP-VAN-RAP-0013;SPSPO_6712; NÃO TOP
SP-TAT-RAP-0030;SPSPO_6698; NÃO TOP
SP-SKY-RAP-2601;0; NÃO TOP
SP-PSG-RAP-1001;0; NÃO TOP
SP-PSG-RAP-1101;0; NÃO TOP
SP-PSG-RAP-5001;0; NÃO TOP
SP-BEM-RAP-0011;SPSPO_6163; NÃO TOP
SP-MTP-RAP-0001;0; NÃO TOP
BRE-SP5236-THWP01;0; NÃO TOP
SP-BUT-RAP-0003;SPSPO_6217; NÃO TOP
SP-BUT-RAP-0001;SPSPO_6894; NÃO TOP
SP-TAT-RAP-0016;SPSPO_6686; NÃO TOP
SP-ITB-RAP-0005;SPSPO_6260; NÃO TOP
SP-ITB-RAP-0001;SPSPO_6907; NÃO TOP
SP-ITB-RAP-0025;SPSPO_6279; NÃO TOP
SP-VMN-RAP-0045;SPSPO_6789; NÃO TOP
SP-LIB-RAP-0014;SPSPO_6389; NÃO TOP
SP-CON-RAP-0002;SPSPO_6256; NÃO TOP
SP-VMN-RAP-0027;SPSPO_6763; NÃO TOP
SP-VMN-RAP-0060;SPSPO_6802; NÃO TOP
SP-PDZ-RAP-0028;SPSPO_6482; NÃO TOP
SP-LIB-RAP-0008;SPSPO_6385; NÃO TOP
SP-CCE-RAP-0006;SPSPO_6900; NÃO TOP
